kps 0.3
kis 0.7

kpp 30
kip 120
kdp 0.5

pitch set point, pitch, speed set point, speed, filtered speed
0.40, 0.35, 0.00, 0.00, 0.32
0.40, 0.32, 0.00, -1.00, 0.30
0.41, 0.32, 0.00, -1.00, 0.27
0.42, 0.33, 0.00, -1.00, 0.24
0.43, 0.35, 0.00, -0.50, 0.20
0.44, 0.46, 0.00, -0.50, 0.16
0.45, 0.60, 0.00, 0.00, 0.12
0.46, 0.60, 0.00, 0.00, 0.08
0.47, 0.65, 0.00, 0.00, 0.04
0.48, 0.61, 0.00, 1.00, 0.02
0.49, 0.57, 0.00, 1.00, -0.00
0.49, 0.57, 0.00, 0.00, -0.01
0.49, 0.58, 0.00, 0.50, -0.01
0.49, 0.59, 0.00, 0.00, -0.01
0.49, 0.59, 0.00, 0.50, -0.01
0.49, 0.62, 0.00, 0.50, -0.00
0.49, 0.60, 0.00, 0.50, 0.01
0.48, 0.60, 0.00, 1.00, 0.02
0.47, 0.57, 0.00, 1.00, 0.04
0.47, 0.53, 0.00, 0.50, 0.07
0.46, 0.53, 0.00, 0.50, 0.09
0.45, 0.45, 0.00, 1.00, 0.12
0.44, 0.45, 0.00, 0.00, 0.15
0.43, 0.45, 0.00, 0.50, 0.18
0.42, 0.41, 0.00, 0.50, 0.21
0.41, 0.43, 0.00, 0.00, 0.23
0.41, 0.44, 0.00, 0.00, 0.25
0.40, 0.44, 0.00, 0.50, 0.27
0.40, 0.40, 0.00, 0.00, 0.28
0.39, 0.39, 0.00, 0.50, 0.29
0.39, 0.39, 0.00, 0.50, 0.30
0.38, 0.38, 0.00, 0.00, 0.31
0.38, 0.39, 0.00, 0.00, 0.32
0.38, 0.39, 0.00, 0.00, 0.32
0.38, 0.39, 0.00, 0.00, 0.32
0.38, 0.38, 0.00, 0.00, 0.32
0.38, 0.37, 0.00, 0.00, 0.31
0.38, 0.35, 0.00, 0.00, 0.31
0.38, 0.34, 0.00, 0.00, 0.30
0.39, 0.36, 0.00, -0.50, 0.28
0.39, 0.37, 0.00, -1.00, 0.26
0.40, 0.37, 0.00, 0.00, 0.24
0.41, 0.39, 0.00, 0.00, 0.21
0.41, 0.41, 0.00, -0.50, 0.19
0.42, 0.41, 0.00, 0.00, 0.16
0.43, 0.40, 0.00, 0.00, 0.14
0.43, 0.39, 0.00, 0.00, 0.11
0.44, 0.39, 0.00, 0.00, 0.09
0.45, 0.37, 0.00, -0.50, 0.07
0.45, 0.37, 0.00, -0.50, 0.05
0.46, 0.36, 0.00, -0.50, 0.03
0.47, 0.39, 0.00, -1.00, -0.00
0.48, 0.43, 0.00, -1.00, -0.03
0.49, 0.46, 0.00, -0.50, -0.07
0.50, 0.46, 0.00, 0.00, -0.10
0.51, 0.50, 0.00, 0.50, -0.13
0.52, 0.46, 0.00, 0.00, -0.15
0.52, 0.43, 0.00, 0.00, -0.17
0.52, 0.43, 0.00, 0.00, -0.18
0.53, 0.43, 0.00, 0.00, -0.19
0.53, 0.40, 0.00, -1.00, -0.20
0.53, 0.40, 0.00, 0.00, -0.21
0.54, 0.42, 0.00, -1.00, -0.22
0.54, 0.43, 0.00, -0.50, -0.24
0.55, 0.47, 0.00, -1.00, -0.25
0.56, 0.55, 0.00, -1.00, -0.27
0.56, 0.62, 0.00, 0.00, -0.30
0.57, 0.62, 0.00, 0.00, -0.32
0.57, 0.64, 0.00, 1.00, -0.33
0.58, 0.64, 0.00, 0.50, -0.33
0.57, 0.58, 0.00, 1.00, -0.32
0.57, 0.57, 0.00, 1.00, -0.30
0.56, 0.59, 0.00, 0.00, -0.27
0.55, 0.55, 0.00, 0.00, -0.24
0.55, 0.55, 0.00, 0.50, -0.21
0.54, 0.55, 0.00, 0.00, -0.19
0.53, 0.54, 0.00, 0.00, -0.16
0.52, 0.51, 0.00, -0.50, -0.13
0.52, 0.50, 0.00, -0.50, -0.11
0.51, 0.51, 0.00, 0.00, -0.10
0.51, 0.50, 0.00, -1.00, -0.09
0.51, 0.50, 0.00, -0.50, -0.09
0.51, 0.49, 0.00, -1.00, -0.09
0.52, 0.48, 0.00, -1.00, -0.10
0.52, 0.45, 0.00, -1.00, -0.12
0.53, 0.47, 0.00, -1.00, -0.14
0.54, 0.52, 0.00, -1.00, -0.17
0.55, 0.65, 0.00, 0.00, -0.20
0.56, 0.65, 0.00, 0.00, -0.23
0.56, 0.77, 0.00, 0.00, -0.25
0.57, 0.75, 0.00, 0.50, -0.26
0.57, 0.64, 0.00, 0.50, -0.27
0.57, 0.60, 0.00, 1.00, -0.27
0.57, 0.64, 0.00, 0.50, -0.26
0.56, 0.64, 0.00, 0.50, -0.24
0.56, 0.65, 0.00, 0.00, -0.22
0.55, 0.65, 0.00, 0.50, -0.19
0.54, 0.65, 0.00, 1.00, -0.16
0.53, 0.62, 0.00, 0.00, -0.13
0.52, 0.59, 0.00, 1.00, -0.10
0.51, 0.60, 0.00, 0.00, -0.07
0.50, 0.60, 0.00, 0.00, -0.04
0.50, 0.53, 0.00, 0.50, -0.01
0.49, 0.54, 0.00, 0.50, 0.02
0.48, 0.55, 0.00, 0.00, 0.05
0.47, 0.51, 0.00, 0.00, 0.08
0.46, 0.51, 0.00, 0.50, 0.10
0.46, 0.50, 0.00, 0.00, 0.12
0.45, 0.50, 0.00, 0.00, 0.14
0.44, 0.46, 0.00, 1.00, 0.16
0.44, 0.47, 0.00, 0.50, 0.18
0.43, 0.42, 0.00, 0.00, 0.20
0.43, 0.38, 0.00, 0.00, 0.21
0.42, 0.40, 0.00, 0.00, 0.22
0.42, 0.40, 0.00, 0.00, 0.23
0.42, 0.37, 0.00, 0.00, 0.24
0.42, 0.37, 0.00, -0.50, 0.24
0.42, 0.36, 0.00, -0.50, 0.23
0.42, 0.35, 0.00, -1.00, 0.22
0.43, 0.34, 0.00, -1.00, 0.20
0.43, 0.34, 0.00, -1.00, 0.17
0.44, 0.34, 0.00, -1.00, 0.13
0.46, 0.32, 0.00, -1.00, 0.09
0.47, 0.32, 0.00, -1.00, 0.04
0.49, 0.41, 0.00, -1.50, -0.01
0.50, 0.54, 0.00, -0.50, -0.06
0.52, 0.67, 0.00, 0.00, -0.12
0.53, 0.68, 0.00, 0.00, -0.16
0.55, 0.68, 0.00, 1.00, -0.20
0.55, 0.55, 0.00, 0.50, -0.22
0.56, 0.49, 0.00, 1.00, -0.23
0.56, 0.56, 0.00, 0.50, -0.24
0.56, 0.59, 0.00, 0.00, -0.23
0.56, 0.55, 0.00, 0.50, -0.22
0.55, 0.56, 0.00, 0.00, -0.21
0.55, 0.56, 0.00, 0.00, -0.19
0.54, 0.55, 0.00, 0.00, -0.18
0.54, 0.51, 0.00, 0.00, -0.16
0.54, 0.49, 0.00, 0.00, -0.15
0.53, 0.49, 0.00, 0.00, -0.14
0.53, 0.50, 0.00, -0.50, -0.12
0.53, 0.50, 0.00, -0.50, -0.12
0.53, 0.47, 0.00, -1.00, -0.11
0.53, 0.47, 0.00, -1.00, -0.12
0.53, 0.45, 0.00, -1.00, -0.13
0.54, 0.44, 0.00, -1.00, -0.15
0.55, 0.41, 0.00, -1.00, -0.18
0.56, 0.44, 0.00, -1.00, -0.21
0.57, 0.44, 0.00, -0.50, -0.24
0.58, 0.61, 0.00, -0.50, -0.27
0.59, 0.74, 0.00, -0.50, -0.30
0.60, 0.79, 0.00, 0.50, -0.32
0.60, 0.80, 0.00, 0.50, -0.34
0.60, 0.71, 0.00, 1.00, -0.34
0.60, 0.66, 0.00, 1.00, -0.34
0.60, 0.66, 0.00, 0.50, -0.32
0.59, 0.74, 0.00, 0.50, -0.30
0.58, 0.76, 0.00, 0.50, -0.27
0.57, 0.75, 0.00, 1.00, -0.23
0.56, 0.72, 0.00, 1.00, -0.19
0.55, 0.65, 0.00, 0.50, -0.15
0.54, 0.65, 0.00, 0.00, -0.11
0.53, 0.61, 0.00, 1.00, -0.06
0.51, 0.61, 0.00, 0.50, -0.02
0.50, 0.60, 0.00, 0.00, 0.02
0.49, 0.58, 0.00, 0.00, 0.06
0.48, 0.59, 0.00, 0.50, 0.10
0.47, 0.58, 0.00, 1.00, 0.13
0.46, 0.58, 0.00, 0.00, 0.16
0.45, 0.52, 0.00, 1.50, 0.20
0.43, 0.52, 0.00, 0.50, 0.23
0.42, 0.51, 0.00, 1.00, 0.27
0.41, 0.47, 0.00, 1.00, 0.30
0.40, 0.44, 0.00, 1.00, 0.34
0.39, 0.39, 0.00, 0.50, 0.38
0.37, 0.39, 0.00, 0.00, 0.42
0.36, 0.38, 0.00, 0.00, 0.45
0.36, 0.39, 0.00, 0.00, 0.47
0.35, 0.38, 0.00, 0.50, 0.48
0.35, 0.37, 0.00, 0.00, 0.49
0.34, 0.37, 0.00, 0.50, 0.50
0.34, 0.36, 0.00, 0.50, 0.50
0.34, 0.36, 0.00, 0.50, 0.50
0.34, 0.37, 0.00, 0.50, 0.51
0.33, 0.41, 0.00, 0.50, 0.51
0.33, 0.31, 0.00, 0.50, 0.51
0.33, 0.24, 0.00, 0.50, 0.51
0.33, 0.24, 0.00, 0.00, 0.51
0.33, 0.24, 0.00, 0.00, 0.51
0.33, 0.25, 0.00, -0.50, 0.50
0.33, 0.25, 0.00, -1.00, 0.48
0.34, 0.23, 0.00, 0.00, 0.46
0.35, 0.26, 0.00, -1.00, 0.43
0.36, 0.28, 0.00, -0.50, 0.39
0.37, 0.31, 0.00, 0.00, 0.35
0.38, 0.31, 0.00, 0.00, 0.31
0.39, 0.36, 0.00, 0.00, 0.27
0.40, 0.34, 0.00, 0.00, 0.24
0.41, 0.32, 0.00, 0.00, 0.21
0.42, 0.32, 0.00, -0.50, 0.18
0.43, 0.31, 0.00, 0.00, 0.14
0.44, 0.30, 0.00, -1.00, 0.11
0.45, 0.30, 0.00, 0.00, 0.08
0.46, 0.28, 0.00, -1.00, 0.04
0.47, 0.29, 0.00, -1.00, 0.01
0.48, 0.35, 0.00, -1.00, -0.04
0.49, 0.44, 0.00, -0.50, -0.08
0.51, 0.55, 0.00, 0.00, -0.12
0.52, 0.56, 0.00, 0.00, -0.16
0.53, 0.56, 0.00, 0.50, -0.19
0.53, 0.46, 0.00, 1.00, -0.21
0.54, 0.43, 0.00, 1.00, -0.21
0.53, 0.47, 0.00, 0.50, -0.21
0.53, 0.47, 0.00, 0.00, -0.20
0.53, 0.44, 0.00, 0.50, -0.18
0.52, 0.44, 0.00, 0.00, -0.17
0.52, 0.45, 0.00, -0.50, -0.15
0.52, 0.45, 0.00, -0.50, -0.14
0.52, 0.43, 0.00, -0.50, -0.13
0.52, 0.42, 0.00, -1.00, -0.13
0.52, 0.42, 0.00, -1.00, -0.14
0.52, 0.41, 0.00, -1.50, -0.15
0.53, 0.41, 0.00, -1.00, -0.18
0.54, 0.37, 0.00, -1.50, -0.21
0.55, 0.41, 0.00, -1.00, -0.24
0.56, 0.46, 0.00, -1.00, -0.28
0.58, 0.60, 0.00, -0.50, -0.32
0.59, 0.71, 0.00, 0.00, -0.36
0.60, 0.67, 0.00, 1.00, -0.39
0.60, 0.67, 0.00, 0.00, -0.40
0.61, 0.55, 0.00, 1.00, -0.41
0.61, 0.49, 0.00, 0.50, -0.40
0.60, 0.55, 0.00, 0.50, -0.38
0.60, 0.57, 0.00, 0.00, -0.36
0.59, 0.53, 0.00, 0.00, -0.34
0.59, 0.53, 0.00, 0.00, -0.32
0.58, 0.51, 0.00, 0.00, -0.30
0.57, 0.51, 0.00, 0.00, -0.28
0.57, 0.46, 0.00, -0.50, -0.26
0.56, 0.46, 0.00, -1.00, -0.24
0.56, 0.48, 0.00, -1.00, -0.23
0.56, 0.46, 0.00, -1.00, -0.23
0.57, 0.46, 0.00, -1.00, -0.24
0.57, 0.41, 0.00, -1.00, -0.25
0.58, 0.41, 0.00, -1.00, -0.27
0.59, 0.54, 0.00, -0.50, -0.30
0.59, 0.70, 0.00, -1.00, -0.32
0.60, 0.78, 0.00, 0.50, -0.34
0.61, 0.77, 0.00, 0.00, -0.36
0.61, 0.77, 0.00, 1.00, -0.36
0.61, 0.66, 0.00, 1.50, -0.36
0.60, 0.60, 0.00, 1.00, -0.34
0.60, 0.64, 0.00, 0.50, -0.31
0.59, 0.67, 0.00, 0.50, -0.27
0.58, 0.63, 0.00, 0.00, -0.24
0.57, 0.59, 0.00, 1.00, -0.20
0.55, 0.59, 0.00, 0.00, -0.16
0.54, 0.56, 0.00, 0.00, -0.12
0.53, 0.56, 0.00, -0.50, -0.09
0.53, 0.56, 0.00, -0.50, -0.07
0.52, 0.55, 0.00, -0.50, -0.05
0.52, 0.55, 0.00, 0.00, -0.03
0.51, 0.55, 0.00, 0.00, -0.02
0.51, 0.53, 0.00, 0.00, -0.02
0.51, 0.53, 0.00, 0.00, -0.01
0.51, 0.50, 0.00, 0.50, 0.00
0.50, 0.51, 0.00, 0.00, 0.01
0.50, 0.54, 0.00, 0.00, 0.02
0.50, 0.52, 0.00, 0.50, 0.03
0.49, 0.52, 0.00, 0.00, 0.04
0.49, 0.49, 0.00, 1.00, 0.05
0.49, 0.47, 0.00, 0.00, 0.06
0.48, 0.48, 0.00, 0.50, 0.08
0.48, 0.47, 0.00, 0.00, 0.10
0.47, 0.46, 0.00, 0.00, 0.11
0.47, 0.46, 0.00, -1.00, 0.12
0.47, 0.46, 0.00, 0.00, 0.12
0.47, 0.45, 0.00, -0.50, 0.11
0.47, 0.44, 0.00, -1.00, 0.11
0.48, 0.45, 0.00, -0.50, 0.09
0.48, 0.51, 0.00, -1.00, 0.07
0.49, 0.55, 0.00, -0.50, 0.04
0.50, 0.55, 0.00, 0.00, 0.01
0.51, 0.64, 0.00, 1.00, -0.01
0.51, 0.64, 0.00, 0.50, -0.02
0.51, 0.57, 0.00, 1.00, -0.03
0.51, 0.53, 0.00, 1.00, -0.02
0.51, 0.55, 0.00, 1.00, -0.01
0.50, 0.54, 0.00, 0.50, 0.01
0.49, 0.54, 0.00, 0.00, 0.03
0.49, 0.54, 0.00, 1.00, 0.05
0.48, 0.54, 0.00, 0.50, 0.08
0.47, 0.54, 0.00, 0.50, 0.10
0.46, 0.51, 0.00, 1.00, 0.13
0.45, 0.47, 0.00, 1.00, 0.16
0.44, 0.44, 0.00, 0.50, 0.20
0.43, 0.44, 0.00, 0.00, 0.23
0.42, 0.38, 0.00, 0.00, 0.26
0.42, 0.40, 0.00, 0.00, 0.28
0.41, 0.42, 0.00, -1.00, 0.29
0.41, 0.39, 0.00, 0.00, 0.29
0.41, 0.37, 0.00, 0.50, 0.29
0.41, 0.38, 0.00, 0.00, 0.29
0.41, 0.38, 0.00, 0.00, 0.29
0.41, 0.34, 0.00, 0.00, 0.29
0.41, 0.36, 0.00, -1.00, 0.28
0.41, 0.37, 0.00, 0.00, 0.26
0.42, 0.40, 0.00, -0.50, 0.24
0.43, 0.46, 0.00, 0.00, 0.22
0.43, 0.46, 0.00, 0.00, 0.20
0.44, 0.53, 0.00, 0.50, 0.18
0.44, 0.53, 0.00, 0.50, 0.16
0.44, 0.50, 0.00, 1.50, 0.16
0.44, 0.52, 0.00, 0.50, 0.16
0.44, 0.42, 0.00, 0.00, 0.16
0.44, 0.36, 0.00, 0.50, 0.17
0.44, 0.36, 0.00, 0.00, 0.18
0.43, 0.41, 0.00, -0.50, 0.18
0.43, 0.43, 0.00, 0.00, 0.18
0.43, 0.42, 0.00, 0.00, 0.17
0.44, 0.44, 0.00, 0.00, 0.17
0.44, 0.47, 0.00, 0.00, 0.16
0.44, 0.47, 0.00, 0.00, 0.16
0.44, 0.47, 0.00, 0.00, 0.15
0.44, 0.49, 0.00, 0.50, 0.14
0.44, 0.50, 0.00, 1.00, 0.14
0.44, 0.50, 0.00, 1.00, 0.14
0.44, 0.51, 0.00, 1.00, 0.16
0.43, 0.50, 0.00, 0.50, 0.17
0.42, 0.50, 0.00, 1.00, 0.19
0.42, 0.36, 0.00, 0.50, 0.22
0.41, 0.36, 0.00, 0.50, 0.24
0.40, 0.34, 0.00, 0.00, 0.26
0.39, 0.35, 0.00, 0.00, 0.28
0.39, 0.37, 0.00, -0.50, 0.29
0.39, 0.39, 0.00, -0.50, 0.30
0.39, 0.39, 0.00, -0.50, 0.29
0.39, 0.36, 0.00, 0.00, 0.28
0.39, 0.34, 0.00, -0.50, 0.27
0.40, 0.34, 0.00, 0.50, 0.25
0.40, 0.34, 0.00, -1.00, 0.24
0.41, 0.38, 0.00, 0.00, 0.22
0.42, 0.43, 0.00, -1.00, 0.19
0.42, 0.43, 0.00, 0.00, 0.16
0.43, 0.51, 0.00, 0.50, 0.14
0.44, 0.51, 0.00, 0.50, 0.12
0.44, 0.47, 0.00, 0.50, 0.10
0.44, 0.44, 0.00, 1.00, 0.09
0.44, 0.45, 0.00, 0.50, 0.09
0.44, 0.44, 0.00, 0.00, 0.10
0.44, 0.44, 0.00, 0.50, 0.10
0.44, 0.43, 0.00, 0.50, 0.11
0.44, 0.43, 0.00, -0.50, 0.11
0.43, 0.41, 0.00, 0.00, 0.12
0.43, 0.39, 0.00, -0.50, 0.12
0.43, 0.38, 0.00, 0.00, 0.11
0.44, 0.38, 0.00, -1.00, 0.11
0.44, 0.39, 0.00, -0.50, 0.09
0.45, 0.39, 0.00, -0.50, 0.07
0.45, 0.39, 0.00, -1.50, 0.05
0.46, 0.37, 0.00, -1.00, 0.02
0.47, 0.41, 0.00, -1.00, -0.02
0.49, 0.49, 0.00, -0.50, -0.06
0.50, 0.49, 0.00, -0.50, -0.10
0.51, 0.53, 0.00, 0.00, -0.14
0.52, 0.54, 0.00, -0.50, -0.18
0.53, 0.49, 0.00, 0.00, -0.21
0.54, 0.47, 0.00, 0.00, -0.23
0.55, 0.47, 0.00, 0.00, -0.25
0.55, 0.45, 0.00, -0.50, -0.27
0.56, 0.45, 0.00, -0.50, -0.28
0.56, 0.41, 0.00, -1.00, -0.30
0.57, 0.40, 0.00, -1.00, -0.32
0.58, 0.40, 0.00, -0.50, -0.34
0.59, 0.47, 0.00, -1.00, -0.36
0.59, 0.57, 0.00, -1.00, -0.39
0.60, 0.57, 0.00, 0.00, -0.41
0.61, 0.64, 0.00, 0.00, -0.43
0.62, 0.64, 0.00, 0.00, -0.45
0.62, 0.59, 0.00, 0.00, -0.45
0.62, 0.54, 0.00, 0.00, -0.46
0.62, 0.51, 0.00, -0.50, -0.46
0.62, 0.52, 0.00, 0.00, -0.45
0.62, 0.52, 0.00, -0.50, -0.45
0.62, 0.50, 0.00, -1.00, -0.44
0.62, 0.50, 0.00, -0.50, -0.44
0.63, 0.54, 0.00, -1.00, -0.45
0.63, 0.56, 0.00, -0.50, -0.45
0.63, 0.68, 0.00, 0.00, -0.46
0.63, 0.70, 0.00, 0.00, -0.46
0.63, 0.70, 0.00, 0.00, -0.46
0.63, 0.67, 0.00, 1.00, -0.45
0.63, 0.60, 0.00, 0.50, -0.43
0.62, 0.55, 0.00, 1.00, -0.40
0.61, 0.55, 0.00, 0.00, -0.37
0.60, 0.52, 0.00, 0.00, -0.33
0.59, 0.51, 0.00, -1.00, -0.30
0.59, 0.51, 0.00, 0.00, -0.28
0.58, 0.50, 0.00, -1.00, -0.26
0.58, 0.50, 0.00, -1.00, -0.25
0.58, 0.48, 0.00, -1.00, -0.24
0.58, 0.57, 0.00, -0.50, -0.25
0.58, 0.67, 0.00, -0.50, -0.25
0.58, 0.67, 0.00, 0.00, -0.26
0.59, 0.62, 0.00, 0.50, -0.26
0.59, 0.62, 0.00, 1.00, -0.26
0.58, 0.59, 0.00, 0.00, -0.24
0.58, 0.55, 0.00, 0.50, -0.23
0.57, 0.53, 0.00, 0.00, -0.21
0.57, 0.53, 0.00, 0.00, -0.19
0.56, 0.53, 0.00, -0.50, -0.17
0.56, 0.52, 0.00, -1.00, -0.16
0.56, 0.52, 0.00, -0.50, -0.16
0.56, 0.51, 0.00, -1.00, -0.16
0.56, 0.47, 0.00, -1.00, -0.17
0.57, 0.53, 0.00, -1.00, -0.18
0.57, 0.68, 0.00, -0.50, -0.20
0.58, 0.68, 0.00, 0.00, -0.22
0.59, 0.80, 0.00, 0.00, -0.24
0.59, 0.78, 0.00, 1.00, -0.24
0.59, 0.73, 0.00, 1.00, -0.24
0.59, 0.69, 0.00, 1.00, -0.23
0.58, 0.69, 0.00, 0.50, -0.21
0.57, 0.69, 0.00, 0.00, -0.18
0.57, 0.70, 0.00, 1.50, -0.16
0.56, 0.70, 0.00, 0.00, -0.12
0.55, 0.72, 0.00, 1.00, -0.09
0.53, 0.71, 0.00, 1.00, -0.05
0.52, 0.66, 0.00, 1.00, -0.00
0.51, 0.58, 0.00, 1.00, 0.04
0.49, 0.58, 0.00, 0.00, 0.09
0.48, 0.46, 0.00, 0.00, 0.13
0.47, 0.46, 0.00, 0.50, 0.17
0.46, 0.52, 0.00, 0.00, 0.20
0.45, 0.49, 0.00, -0.50, 0.23
0.44, 0.42, 0.00, 0.00, 0.25
0.44, 0.41, 0.00, 0.50, 0.26
0.43, 0.41, 0.00, -0.50, 0.27
0.43, 0.35, 0.00, -1.00, 0.28
0.43, 0.33, 0.00, -0.50, 0.27
0.44, 0.38, 0.00, -1.00, 0.25
0.44, 0.44, 0.00, -0.50, 0.23
0.45, 0.48, 0.00, 0.50, 0.21
0.46, 0.56, 0.00, 0.00, 0.18
0.46, 0.56, 0.00, 0.50, 0.16
0.47, 0.57, 0.00, 1.00, 0.15
0.47, 0.54, 0.00, 1.00, 0.14
0.47, 0.50, 0.00, 1.00, 0.15
0.46, 0.47, 0.00, 1.00, 0.16
0.46, 0.48, 0.00, 0.00, 0.17
0.45, 0.48, 0.00, 0.00, 0.19
0.45, 0.47, 0.00, 0.00, 0.20
0.45, 0.47, 0.00, 0.00, 0.21
0.44, 0.49, 0.00, 0.00, 0.21
0.44, 0.49, 0.00, 0.00, 0.21
0.44, 0.49, 0.00, 0.50, 0.21
0.44, 0.51, 0.00, 0.00, 0.21
0.44, 0.51, 0.00, 0.50, 0.22
0.44, 0.52, 0.00, 1.00, 0.22
0.44, 0.51, 0.00, 0.50, 0.23
0.43, 0.53, 0.00, 1.00, 0.24
0.43, 0.42, 0.00, 0.50, 0.25
0.42, 0.38, 0.00, 0.50, 0.27
0.41, 0.37, 0.00, 1.00, 0.29
0.41, 0.37, 0.00, 0.00, 0.31
0.40, 0.41, 0.00, -0.50, 0.32
0.40, 0.41, 0.00, -1.00, 0.33
0.40, 0.38, 0.00, 0.00, 0.32
0.40, 0.39, 0.00, -0.50, 0.31
0.41, 0.41, 0.00, 0.00, 0.30
0.41, 0.41, 0.00, 0.00, 0.28
0.41, 0.40, 0.00, -0.50, 0.26
0.42, 0.40, 0.00, -0.50, 0.24
0.43, 0.41, 0.00, -0.50, 0.21
0.44, 0.43, 0.00, -1.00, 0.18
0.45, 0.49, 0.00, 0.00, 0.15
0.46, 0.57, 0.00, 0.00, 0.12
0.46, 0.57, 0.00, 0.00, 0.09
0.47, 0.56, 0.00, 1.00, 0.06
0.48, 0.56, 0.00, 0.50, 0.05
0.48, 0.55, 0.00, 1.00, 0.04
0.48, 0.56, 0.00, 1.00, 0.04
0.47, 0.55, 0.00, 1.50, 0.05
0.47, 0.56, 0.00, 1.00, 0.07
0.46, 0.56, 0.00, 1.00, 0.10
0.45, 0.63, 0.00, 1.50, 0.14
0.44, 0.55, 0.00, 1.00, 0.18
0.42, 0.41, 0.00, 0.50, 0.22
0.41, 0.31, 0.00, 0.50, 0.26
0.40, 0.32, 0.00, 0.00, 0.30
0.39, 0.35, 0.00, -0.50, 0.33
0.38, 0.35, 0.00, -0.50, 0.34
0.38, 0.33, 0.00, -0.50, 0.35
0.38, 0.31, 0.00, -0.50, 0.35
0.38, 0.28, 0.00, -1.00, 0.34
0.38, 0.26, 0.00, -1.00, 0.32
0.39, 0.29, 0.00, -1.00, 0.29
0.40, 0.29, 0.00, -0.50, 0.25
0.41, 0.45, 0.00, 0.00, 0.21
0.43, 0.45, 0.00, -0.50, 0.18
0.44, 0.50, 0.00, 0.00, 0.14
0.45, 0.51, 0.00, 1.00, 0.11
0.45, 0.45, 0.00, 0.50, 0.08
0.46, 0.41, 0.00, 1.00, 0.07
0.46, 0.41, 0.00, 0.50, 0.06
0.46, 0.50, 0.00, 0.00, 0.06
0.46, 0.52, 0.00, 0.00, 0.06
0.46, 0.51, 0.00, 0.00, 0.06
0.46, 0.51, 0.00, 0.00, 0.06
0.46, 0.52, 0.00, 0.00, 0.06
0.46, 0.46, 0.00, 0.50, 0.06
0.46, 0.46, 0.00, 0.50, 0.06
0.46, 0.40, 0.00, 0.00, 0.07
0.45, 0.38, 0.00, -0.50, 0.07
0.45, 0.41, 0.00, 0.00, 0.07
0.45, 0.41, 0.00, -0.50, 0.07
0.46, 0.39, 0.00, 0.00, 0.06
0.46, 0.39, 0.00, -0.50, 0.05
0.46, 0.39, 0.00, -1.00, 0.04
0.47, 0.39, 0.00, 0.00, 0.03
0.47, 0.38, 0.00, -1.50, 0.00
0.48, 0.39, 0.00, -1.00, -0.02
0.49, 0.38, 0.00, -1.00, -0.06
0.50, 0.46, 0.00, -1.50, -0.10
0.52, 0.46, 0.00, -0.50, -0.14
0.53, 0.54, 0.00, -1.00, -0.19
0.55, 0.54, 0.00, 0.00, -0.23
0.56, 0.67, 0.00, -0.50, -0.27
0.57, 0.69, 0.00, -0.50, -0.30
0.58, 0.64, 0.00, 0.00, -0.33
0.59, 0.60, 0.00, 0.00, -0.36
0.59, 0.60, 0.00, 0.00, -0.38
0.60, 0.63, 0.00, 0.00, -0.39
0.60, 0.66, 0.00, 0.00, -0.40
0.60, 0.65, 0.00, -0.50, -0.40
0.61, 0.63, 0.00, 0.50, -0.40
0.60, 0.62, 0.00, 0.00, -0.39
0.60, 0.58, 0.00, 0.50, -0.38
0.60, 0.58, 0.00, 0.00, -0.37
0.60, 0.57, 0.00, -1.00, -0.35
0.59, 0.57, 0.00, -0.50, -0.34
0.59, 0.55, 0.00, -0.50, -0.34
0.59, 0.61, 0.00, -1.00, -0.33
0.59, 0.66, 0.00, -0.50, -0.34
0.60, 0.66, 0.00, 0.00, -0.34
0.60, 0.67, 0.00, 0.50, -0.34
0.60, 0.67, 0.00, 0.50, -0.33
0.59, 0.64, 0.00, 0.50, -0.32
0.59, 0.61, 0.00, 1.50, -0.29
0.58, 0.59, 0.00, 0.00, -0.26
0.57, 0.56, 0.00, 0.50, -0.23
0.56, 0.56, 0.00, 0.00, -0.20
0.55, 0.56, 0.00, 0.00, -0.16
0.54, 0.56, 0.00, -0.50, -0.14
0.53, 0.57, 0.00, -0.50, -0.11
0.53, 0.57, 0.00, 0.50, -0.10
0.52, 0.56, 0.00, 0.00, -0.08
0.52, 0.57, 0.00, 0.50, -0.06
0.51, 0.57, 0.00, 0.50, -0.04
0.51, 0.56, 0.00, 0.50, -0.02
0.50, 0.57, 0.00, 1.00, 0.01
0.49, 0.57, 0.00, 1.50, 0.04
0.48, 0.58, 0.00, 0.50, 0.08
0.47, 0.54, 0.00, 1.00, 0.12
0.45, 0.54, 0.00, 0.50, 0.16
0.44, 0.44, 0.00, 1.00, 0.20
0.43, 0.44, 0.00, 0.50, 0.24
0.42, 0.47, 0.00, 0.00, 0.28
0.40, 0.43, 0.00, 0.50, 0.31
0.39, 0.41, 0.00, 0.50, 0.34
0.39, 0.37, 0.00, 0.00, 0.37
0.38, 0.37, 0.00, 0.00, 0.38
0.37, 0.34, 0.00, 0.00, 0.40
0.37, 0.34, 0.00, 0.00, 0.41
0.37, 0.32, 0.00, 0.00, 0.41
0.37, 0.30, 0.00, -0.50, 0.41
0.37, 0.29, 0.00, -0.50, 0.40
0.37, 0.29, 0.00, -1.00, 0.38
0.38, 0.29, 0.00, -1.00, 0.35
0.39, 0.27, 0.00, -1.00, 0.32
